OTUNumber	OTUConTaxonomy	door_in_1	door_in_2	faucet_handle_1	faucet_handle_2	sink_floor_1	sink_floor_2	soap_dispenser_1	stall_in_1	toilet_floor_1	toilet_floor_2	toilet_flush_handle_1	toilet_flush_handle_2	toilet_seat_1	toilet_seat_2
Otu03474	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Rhizobiaceae(100);Rhizobium(100);"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu03475	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03476	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Paracoccus(100);"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu03477	"Bacteria(100);Parcubacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03478	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03479	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Oscillibacter(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03480	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03481	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Dyadobacter(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03482	"Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Staphylococcaceae(100);Staphylococcus(100);"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03483	"Bacteria(100);Candidatus_Saccharibacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03484	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);Ferruginibacter(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03485	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03486	"Bacteria(100);Candidatus_Saccharibacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu03487	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Subdoligranulum(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03488	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03489	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03490	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Pseudonocardiaceae(100);Actinomycetospora(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03491	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03492	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03493	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);Dyella(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03494	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Beijerinckiaceae(100);unclassified(100);"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03495	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Bradyrhizobiaceae(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03496	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03497	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Kineosporiaceae(100);Kineococcus(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03498	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03499	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03500	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03501	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Acidimicrobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03502	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Aeromicrobium(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03503	"Bacteria(100);Deinococcus-Thermus(100);Deinococci(100);Deinococcales(100);Deinococcaceae(100);Deinococcus(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03504	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Gaiellales(100);Gaiellaceae(100);Gaiella(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03505	"Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillales_Incertae_Sedis_XII(100);Exiguobacterium(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03506	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03507	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03508	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Acidimicrobiales(100);Acidimicrobiaceae(100);Ilumatobacter(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03509	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03510	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Phyllobacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03511	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu03512	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03513	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardiaceae(100);Williamsia(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03514	"Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);Myxococcales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03515	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu03516	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Nocardioides(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03517	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03518	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Oxalobacteraceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03519	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03520	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Paracoccus(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03521	"Bacteria(100);Firmicutes(100);Bacilli(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu03522	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Oxalobacteraceae(100);Noviherbaspirillum(100);"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu03523	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Intrasporangiaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03524	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03525	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03526	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu03527	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu03528	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Acinetobacter(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03529	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03530	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Intrasporangiaceae(100);Ornithinibacter(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03531	"Bacteria(100);Acidobacteria(100);Acidobacteria_Gp6(100);Gp6(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03532	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);Flavisolibacter(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03533	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03534	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03535	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03536	"Bacteria(100);Actinobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03537	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micrococcaceae(100);Rothia(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03538	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03539	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03540	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Burkholderiaceae(100);Burkholderia(100);"	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu03541	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu03542	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03543	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03544	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Acidimicrobiales(100);Acidimicrobiaceae(100);Ilumatobacter(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03545	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Acidimicrobiales(100);Iamiaceae(100);Iamia(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03546	"Bacteria(100);Parcubacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03547	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03548	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03549	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03550	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03551	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03552	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03553	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03554	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03555	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03556	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pasteurellales(100);Pasteurellaceae(100);unclassified(100);"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu03557	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03558	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Nocardioides(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03559	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03560	"Bacteria(100);Firmicutes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03561	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03562	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Asaccharobacter(100);"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu03563	"Bacteria(100);Deinococcus-Thermus(100);Deinococci(100);Deinococcales(100);Deinococcaceae(100);Deinococcus(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03564	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pasteurellales(100);Pasteurellaceae(100);unclassified(100);"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu03565	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03566	"Bacteria(100);Firmicutes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03567	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Incertae_Sedis_XI(100);Murdochiella(100);"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu03568	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03569	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonas(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03570	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);unclassified(100);"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu03571	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03572	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micromonosporaceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03573	"Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Staphylococcaceae(100);Staphylococcus(100);"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu03574	"Bacteria(100);Deinococcus-Thermus(100);Deinococci(100);Deinococcales(100);Deinococcaceae(100);Deinococcus(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03575	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Rhodocyclales(100);Rhodocyclaceae(100);unclassified(100);"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu03576	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03577	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03578	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Flectobacillus(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03579	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03580	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03581	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03582	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03583	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);Microbacterium(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03584	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu03585	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Legionellales(100);Coxiellaceae(100);Aquicella(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03586	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Bogoriellaceae(100);Georgenia(100);"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu03587	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardiaceae(100);Rhodococcus(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03588	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03589	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03590	"Bacteria(100);Acidobacteria(100);Acidobacteria_Gp3(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu03591	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03592	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03593	"Bacteria(100);Candidatus_Saccharibacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03594	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03595	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03596	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03597	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micrococcaceae(100);Arthrobacter(100);"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu03598	"Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Allobaculum(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03599	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03600	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03601	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);unclassified(100);"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03602	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03603	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03604	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);Propionibacterium(100);"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu03605	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03606	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03607	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Acetobacteraceae(100);Roseomonas(100);"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu03608	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03609	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03610	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu03611	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03612	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03613	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03614	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingobium(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03615	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Brevibacteriaceae(100);Brevibacterium(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03616	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03617	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03618	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03619	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03620	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Vibrionales(100);Vibrionaceae(100);Vibrio(100);"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu03621	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03622	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03623	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03624	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
